id,name,lat,lon,tags,rating,visit_duration_min,entry_fee,open_hour,close_hour
1,139 Lê lợi - hóc môn,10.895304,106.585199,accommodation;hotel,4.9,0,0,0,23
2,Anh Quyền,10.766127,106.622366,accommodation;hotel,4.9,0,0,0,23
3,Asia hotel,10.333611,107.089542,accommodation;hotel,4.9,0,0,0,23
4,Chez Mimosa Petite,10.766047,106.69545,accommodation;hotel,4.9,0,0,0,23
5,Dream Box Hostel,10.348244,107.074708,accommodation;hotel,4.9,0,0,0,23
6,Hoang phi hotel,11.009288,106.671765,accommodation;hotel,4.9,0,0,0,23
7,Hotel Tân Thiên Hương,10.845671,106.746011,accommodation;hotel,4.9,0,0,0,23
8,Hotel Tây Nguyên,10.768034,106.627671,accommodation;hotel,4.9,0,0,0,23
9,Hotel Động Đó,10.761645,106.604576,accommodation;hotel,4.9,0,0,0,23
10,Hoàng Yến,10.35154,107.072311,accommodation;hotel,4.9,0,0,0,23
11,Khách Sạn A&EM,10.7741,106.696901,accommodation;hotel,4.9,0,0,0,23
12,Khách Sạn Aloha Saigon,10.766626,106.691193,accommodation;hotel,4.9,0,0,0,23
13,Khách Sạn Beautiful,10.76819,106.694052,accommodation;hotel,4.9,0,0,0,23
14,Khách Sạn Blue River 2,10.766402,106.699614,accommodation;hotel,4.9,0,0,0,23
15,Khách Sạn Chùy Ngọc,10.777052,106.630663,accommodation;hotel,4.9,0,0,0,23
16,Khách Sạn Common inn,10.771822,106.693818,accommodation;hotel,4.9,0,0,0,23
17,Khách Sạn GK Central,10.774494,106.697584,accommodation;hotel,4.9,0,0,0,23
18,Khách Sạn Green,10.792027,106.678266,accommodation;hotel,4.9,0,0,0,23
19,Khách Sạn Hoàng Gia,10.771973,106.692908,accommodation;hotel,4.9,0,0,0,23
20,Khách Sạn Lala,10.766601,106.689871,accommodation;hotel,4.9,0,0,0,23
21,Khách Sạn Liberty Sài Gòn,10.737958,106.730052,accommodation;hotel,4.9,0,0,0,23
22,Khách Sạn Little Brick,10.772186,106.690309,accommodation;hotel,4.9,0,0,0,23
23,Khách Sạn Lotte Legend,10.778903,106.706596,accommodation;hotel,4.9,0,0,0,23
24,Khách Sạn Lại Trần,10.803325,106.715931,accommodation;hotel,4.9,0,0,0,23
25,Khách Sạn Nam Hy,10.755737,106.676058,accommodation;hotel,4.9,0,0,0,23
26,Khách Sạn Nguyệt Vân,10.761793,106.691406,accommodation;hotel,4.9,0,0,0,23
27,Khách Sạn Novotel Saigon Centre,10.784568,106.696055,accommodation;hotel,4.9,0,0,0,23
28,Khách Sạn Phong Phú,10.840872,106.7787,accommodation;hotel,4.9,0,0,0,23
29,Khách Sạn Riverside Saigon,10.773869,106.70632,accommodation;hotel,4.9,0,0,0,23
30,Khách Sạn Rạng Đông,10.77254,106.691269,accommodation;hotel,4.9,0,0,0,23
31,Khách Sạn Saga,10.77702,106.704643,accommodation;hotel,4.9,0,0,0,23
32,Khách Sạn Saigon Backpackers,10.766613,106.689742,accommodation;hotel,4.9,0,0,0,23
33,Khách Sạn Saigon River,10.775381,106.704711,accommodation;hotel,4.9,0,0,0,23
34,Khách Sạn Snow House,10.766665,106.689782,accommodation;hotel,4.9,0,0,0,23
35,Khách Sạn Vàng Anh,10.797906,106.689775,accommodation;hotel,4.9,0,0,0,23
36,Khách Sạn Văn Khang,10.808035,106.674257,accommodation;hotel,4.9,0,0,0,23
37,Khách Sạn Wink,10.791135,106.700343,accommodation;hotel,4.9,0,0,0,23
38,Khách Sạn Đức Thiện,10.772748,106.67049,accommodation;hotel,4.9,0,0,0,23
39,Khách sạn Bến Thành Boutique,10.768193,106.698179,accommodation;hotel,4.9,0,0,0,23
40,Khách sạn Cali,10.798566,106.68843,accommodation;hotel,4.9,0,0,0,23
41,Khách sạn Hy Thành,10.948812,106.832476,accommodation;hotel,4.9,0,0,0,23
42,Khách sạn Liberty 2,10.770715,106.700276,accommodation;hotel,4.9,0,0,0,23
43,Khách sạn The Myst Đồng Khởi,10.774722,106.705398,accommodation;hotel,4.9,0,0,0,23
44,Mermaid Seaside,10.371504,107.059234,accommodation;hotel,4.9,0,0,0,23
45,NHÀ TRỌ DÌ THUỶ,10.98273,106.671013,accommodation;hotel,4.9,0,0,0,23
46,Ngọc Hạnh Hotel,10.331093,107.088354,accommodation;hotel,4.9,0,0,0,23
47,Nhà khách A11,10.882661,106.741883,accommodation;hotel,4.9,0,0,0,23
48,Nhà khách Phương Nam,10.761611,106.685212,accommodation;hotel,4.9,0,0,0,23
49,Nhà nghỉ Ngân Hàng Công Thương,10.347547,107.077113,accommodation;hotel,4.9,0,0,0,23
50,Pacific Hotel Vung Tau,10.346873,107.074648,accommodation;hotel,4.9,0,0,0,23
51,Tôi’s Travel Home Central,10.771645,106.692073,accommodation;hotel,4.9,0,0,0,23
52,Viet Dream Hostel,10.766964,106.692814,accommodation;hotel,4.9,0,0,0,23
53,Vy da Backpacker 2,10.765462,106.695437,accommodation;hotel,4.9,0,0,0,23
54,Acnos Grand Hotel,10.775682,106.686038,accommodation;hotel,4.8,0,0,0,23
55,Arc en Ciel,10.752134,106.664611,accommodation;hotel,4.8,0,0,0,23
56,Bali B Hotel,10.766463,106.696199,accommodation;hotel,4.8,0,0,0,23
57,Bui Vien Hostel,10.765637,106.690858,accommodation;hotel,4.8,0,0,0,23
58,Green hotel,10.337459,107.090925,accommodation;hotel,4.8,0,0,0,23
59,HOTEL HOÀNG MINH CHÂU MỸ PHƯỚC,11.096928,106.638086,accommodation;hotel,4.8,0,0,0,23
60,Hai Nam Boutique Hotel,10.773757,106.698778,accommodation;hotel,4.8,0,0,0,23
61,Hera Luxury Hotel - Tan Son Nhat Airport,10.807765,106.663855,accommodation;hotel,4.8,0,0,0,23
62,Home Tea An,10.811684,106.6677,accommodation;hotel,4.8,0,0,0,23
63,Hotel Cao Nguyen,11.138872,106.610923,accommodation;hotel,4.8,0,0,0,23
64,Hoàng Minh,10.330487,107.08804,accommodation;hotel,4.8,0,0,0,23
65,Imperial Hotel,10.34398,107.0949,accommodation;hotel,4.8,0,0,0,23
66,Khách Sạn 939,10.765137,106.697385,accommodation;hotel,4.8,0,0,0,23
67,Khách Sạn Aluna,10.771781,106.696558,accommodation;hotel,4.8,0,0,0,23
68,Khách Sạn Asian Ruby,10.771704,106.695552,accommodation;hotel,4.8,0,0,0,23
69,Khách Sạn Aston,10.767256,106.693822,accommodation;hotel,4.8,0,0,0,23
70,Khách Sạn Cat,10.771487,106.696304,accommodation;hotel,4.8,0,0,0,23
71,Khách Sạn City House,10.794855,106.672125,accommodation;hotel,4.8,0,0,0,23
72,Khách Sạn Cựu Kim Sơn,10.794562,106.666827,accommodation;hotel,4.8,0,0,0,23
73,Khách Sạn Eden Garden,10.768162,106.694583,accommodation;hotel,4.8,0,0,0,23
74,Khách Sạn Graceful Saigon,10.767017,106.693159,accommodation;hotel,4.8,0,0,0,23
75,Khách Sạn Hoàng Hải Long,10.771513,106.694251,accommodation;hotel,4.8,0,0,0,23
76,Khách Sạn Jan Central Park,10.770108,106.69323,accommodation;hotel,4.8,0,0,0,23
77,Khách Sạn Lan Anh,10.768185,106.693735,accommodation;hotel,4.8,0,0,0,23
78,Khách Sạn Lý Cường 2,10.751485,106.609618,accommodation;hotel,4.8,0,0,0,23
79,Khách Sạn Minh Hiếu,10.772554,106.672055,accommodation;hotel,4.8,0,0,0,23
80,Khách Sạn Ngọc Thanh Vân,10.829963,106.641609,accommodation;hotel,4.8,0,0,0,23
81,Khách Sạn PP BackPackers,10.76733,106.690805,accommodation;hotel,4.8,0,0,0,23
82,Khách Sạn PT,10.799189,106.684397,accommodation;hotel,4.8,0,0,0,23
83,Khách Sạn Phương Anh,10.767744,106.671198,accommodation;hotel,4.8,0,0,0,23
84,Khách Sạn Quang Trung 2,10.842019,106.64364,accommodation;hotel,4.8,0,0,0,23
85,Khách Sạn Rosa & Spa,10.774511,106.696574,accommodation;hotel,4.8,0,0,0,23
86,Khách Sạn Saigon Mini 5,10.76653,106.691861,accommodation;hotel,4.8,0,0,0,23
87,Khách Sạn Saigon Park,10.770346,106.692077,accommodation;hotel,4.8,0,0,0,23
88,Khách Sạn Sheraton Saigon,10.775824,106.703974,accommodation;hotel,4.8,0,0,0,23
89,Khách Sạn Sông Thương,10.805632,106.677939,accommodation;hotel,4.8,0,0,0,23
90,Khách Sạn The Odys Boutique,10.769664,106.700116,accommodation;hotel,4.8,0,0,0,23
91,Khách Sạn Trần Huy,10.852671,106.65347,accommodation;hotel,4.8,0,0,0,23
92,Khách Sạn White Lion,10.768987,106.683235,accommodation;hotel,4.8,0,0,0,23
93,Khách sạn Bảo đảm Hàng hải,10.331403,107.074304,accommodation;hotel,4.8,0,0,0,23
94,Khánh Uyên,10.536031,107.08011,accommodation;hotel,4.8,0,0,0,23
95,Liberty 4,10.768018,106.692337,accommodation;hotel,4.8,0,0,0,23
96,Lucky Hotel,10.336486,107.082503,accommodation;hotel,4.8,0,0,0,23
97,Mekong,10.333988,107.089645,accommodation;hotel,4.8,0,0,0,23
98,Motel 16,10.337245,107.089906,accommodation;hotel,4.8,0,0,0,23
99,Nhà Hàng - Khách Sạn Chương Dương,10.35238,106.365484,accommodation;hotel,4.8,0,0,0,23
100,Nhà Khách QMQ,10.766931,106.700913,accommodation;hotel,4.8,0,0,0,23
101,Nhà nghỉ Hoàng Vũ,10.625856,107.052098,accommodation;hotel,4.8,0,0,0,23
102,Nu Hotel,10.767964,106.695047,accommodation;hotel,4.8,0,0,0,23
103,Phuong Do,10.993872,106.571938,accommodation;hotel,4.8,0,0,0,23
104,Phòng trọ Hoa Xuân,10.863111,106.685806,accommodation;hotel,4.8,0,0,0,23
105,Queen Ann Hotel,10.77117,106.689568,accommodation;hotel,4.8,0,0,0,23
106,Quiet Hostel Saigon,10.769495,106.687441,accommodation;hotel,4.8,0,0,0,23
107,Saigon Authentic Hostel,10.75915,106.699497,accommodation;hotel,4.8,0,0,0,23
108,Sao Mai Hotel,10.770272,106.688357,accommodation;hotel,4.8,0,0,0,23
109,Sky Star Hotel,10.840727,106.650379,accommodation;hotel,4.8,0,0,0,23
110,Suite Backpackers Inn,10.76764,106.694316,accommodation;hotel,4.8,0,0,0,23
111,The Coast Hotel,10.329474,107.086703,accommodation;hotel,4.8,0,0,0,23
112,Vien Ngoc Xanh 1 Hotel,10.797556,106.663757,accommodation;hotel,4.8,0,0,0,23
113,khách sạn công đoàn 200k,10.353024,106.366307,accommodation;hotel,4.8,0,0,0,23
114,ÊMM HOTEL SAIGON,10.784855,106.69067,accommodation;hotel,4.8,0,0,0,23
115,Út loan,10.590147,106.517865,accommodation;hotel,4.8,0,0,0,23
116,Đồi Dừa,10.329458,107.086138,accommodation;hotel,4.8,0,0,0,23
117,A-in Hôtel del Luna,10.764965,106.695005,accommodation;hotel,4.7,0,0,0,23
118,Alagón City,10.771537,106.694316,accommodation;hotel,4.7,0,0,0,23
119,Annata Beach Hotel,10.34895,107.097939,accommodation;hotel,4.7,0,0,0,23
120,BeauChamp Villa,10.581403,106.32572,accommodation;hotel,4.7,0,0,0,23
121,Calista Sai gon hotel,10.772378,106.694855,accommodation;hotel,4.7,0,0,0,23
122,Cap Saint Jacques Hotel,10.350927,107.099827,accommodation;hotel,4.7,0,0,0,23
123,Ciao Saigon 2,10.809727,106.665674,accommodation;hotel,4.7,0,0,0,23
124,D Home,10.774039,106.697975,accommodation;hotel,4.7,0,0,0,23
125,Gecko Hostel,10.344138,107.082306,accommodation;hotel,4.7,0,0,0,23
126,Golden Wind Hotel,10.768114,106.692969,accommodation;hotel,4.7,0,0,0,23
127,Grandma Lu Hostel,10.789351,106.675226,accommodation;hotel,4.7,0,0,0,23
128,Hong Hac Hotel Boutique,10.776504,106.691462,accommodation;hotel,4.7,0,0,0,23
129,Hotel Ngọc Sơn,10.948433,106.832342,accommodation;hotel,4.7,0,0,0,23
130,Hoàng Dung,10.641046,107.04535,accommodation;hotel,4.7,0,0,0,23
131,Khách Sạn Anh Duy,10.769225,106.702559,accommodation;hotel,4.7,0,0,0,23
132,Khách Sạn Anh Thiên,10.774771,106.697356,accommodation;hotel,4.7,0,0,0,23
133,Khách Sạn Cinnamon,10.771513,106.692318,accommodation;hotel,4.7,0,0,0,23
134,Khách Sạn Cống Quỳnh,10.7663,106.689556,accommodation;hotel,4.7,0,0,0,23
135,Khách Sạn Di Tân,10.776003,106.641499,accommodation;hotel,4.7,0,0,0,23
136,Khách Sạn Du Xuân,10.792203,106.691259,accommodation;hotel,4.7,0,0,0,23
137,Khách Sạn E,10.767383,106.691423,accommodation;hotel,4.7,0,0,0,23
138,Khách Sạn Eden,10.840219,106.662762,accommodation;hotel,4.7,0,0,0,23
139,Khách Sạn Hoa Bảo,10.831679,106.686917,accommodation;hotel,4.7,0,0,0,23
140,Khách Sạn Hoàng Oanh,10.80711,106.676693,accommodation;hotel,4.7,0,0,0,23
141,Khách Sạn Hoàng Thanh Thủy 4,10.851818,106.616579,accommodation;hotel,4.7,0,0,0,23
142,Khách Sạn Hồng Nam,10.76611,106.642336,accommodation;hotel,4.7,0,0,0,23
143,Khách Sạn Kim Hương,10.759229,106.656242,accommodation;hotel,4.7,0,0,0,23
144,Khách Sạn Lucky Star,10.7275,106.706616,accommodation;hotel,4.7,0,0,0,23
145,Khách Sạn Ngọc Linh,10.818914,106.696687,accommodation;hotel,4.7,0,0,0,23
146,Khách Sạn Oscar,10.774778,106.703384,accommodation;hotel,4.7,0,0,0,23
147,Khách Sạn Phong Phú,10.765384,106.646459,accommodation;hotel,4.7,0,0,0,23
148,Khách Sạn Phượng Hoàng,10.791804,106.703072,accommodation;hotel,4.7,0,0,0,23
149,Khách Sạn Saigon Center,10.76809,106.694963,accommodation;hotel,4.7,0,0,0,23
150,Khách Sạn Sakura Saigon,10.770308,106.692773,accommodation;hotel,4.7,0,0,0,23
151,Khách Sạn Sila Urban Living,10.781085,106.690489,accommodation;hotel,4.7,0,0,0,23
152,Khách Sạn Tagahome,10.761473,106.698213,accommodation;hotel,4.7,0,0,0,23
153,Khách Sạn The Reverie Sài Gòn,10.773328,106.705039,accommodation;hotel,4.7,0,0,0,23
154,Khách Sạn Travel Home,10.767654,106.693248,accommodation;hotel,4.7,0,0,0,23
155,Khách Sạn Viên Long,10.752857,106.668304,accommodation;hotel,4.7,0,0,0,23
156,Khách Sạn White Lotus,10.777695,106.705501,accommodation;hotel,4.7,0,0,0,23
157,Khách Sạn Xuân Hương,10.780007,106.704034,accommodation;hotel,4.7,0,0,0,23
158,Khách Sạn Đệ Nhất,10.7962,106.66017,accommodation;hotel,4.7,0,0,0,23
159,Khách sạn La Vela Sài Gòn,10.788921,106.685534,accommodation;hotel,4.7,0,0,0,23
160,Khách sạn Phú Thọ,10.762351,106.657669,accommodation;hotel,4.7,0,0,0,23
161,LaCa Hostel,10.767417,106.693031,accommodation;hotel,4.7,0,0,0,23
162,Nghinh Phong,10.334126,107.088557,accommodation;hotel,4.7,0,0,0,23
163,Nguyên Hà,10.333286,107.087636,accommodation;hotel,4.7,0,0,0,23
164,Ngọc Hoa Mai,10.794101,106.641829,accommodation;hotel,4.7,0,0,0,23
165,Nhà Việt Hotel,10.571484,107.056474,accommodation;hotel,4.7,0,0,0,23
166,Palm Villas,10.333308,107.085483,accommodation;hotel,4.7,0,0,0,23
167,Polygon,10.773944,106.696822,accommodation;hotel,4.7,0,0,0,23
168,Quans place,10.809914,106.715002,accommodation;hotel,4.7,0,0,0,23
169,Saigon Pink 2,10.771947,106.696804,accommodation;hotel,4.7,0,0,0,23
170,Sam Hotel & Apartments,10.774495,106.696444,accommodation;hotel,4.7,0,0,0,23
171,Thanh nam,10.33438,107.089557,accommodation;hotel,4.7,0,0,0,23
172,The Wind Boutique Hotel,10.336247,107.081148,accommodation;hotel,4.7,0,0,0,23
173,asian kitchen hotel,10.768744,106.693778,accommodation;hotel,4.7,0,0,0,23
174,193,10.368039,107.081964,accommodation;hotel,4.6,0,0,0,23
175,700 FORTUNE,10.754565,106.677815,accommodation;hotel,4.6,0,0,0,23
176,A25,10.769003,106.694309,accommodation;hotel,4.6,0,0,0,23
177,Bcons City Hotel,10.893238,106.793053,accommodation;hotel,4.6,0,0,0,23
178,Coco Island,10.336182,106.369835,accommodation;hotel,4.6,0,0,0,23
179,Cozy Midnight Hotel,10.773684,106.696759,accommodation;hotel,4.6,0,0,0,23
180,Dãy trọ,10.867509,106.679261,accommodation;hotel,4.6,0,0,0,23
181,Elios Hotel,10.768186,106.692535,accommodation;hotel,4.6,0,0,0,23
182,Hanz Mymy Hotel,10.771557,106.668799,accommodation;hotel,4.6,0,0,0,23
183,Hato Hotel,10.772211,106.702728,accommodation;hotel,4.6,0,0,0,23
184,Hostel TK24B/9,10.756837,106.689289,accommodation;hotel,4.6,0,0,0,23
185,Hotel Chi Minh,10.738908,106.622062,accommodation;hotel,4.6,0,0,0,23
186,Hotel Hạo Thành,10.758833,106.65328,accommodation;hotel,4.6,0,0,0,23
187,Hotel Thanh Hoa Kiều,10.758819,106.653586,accommodation;hotel,4.6,0,0,0,23
188,Jan Hostel,10.766164,106.693299,accommodation;hotel,4.6,0,0,0,23
189,Khách Sạn 373 Townhouse,10.766569,106.689948,accommodation;hotel,4.6,0,0,0,23
190,Khách Sạn Bùi Viện,10.766622,106.691982,accommodation;hotel,4.6,0,0,0,23
191,Khách Sạn Cảng Sài Gòn,10.765735,106.706621,accommodation;hotel,4.6,0,0,0,23
192,Khách Sạn Hương Mai 2,10.8073,106.675344,accommodation;hotel,4.6,0,0,0,23
193,Khách Sạn Hải Vân,10.740944,106.705028,accommodation;hotel,4.6,0,0,0,23
194,Khách Sạn Lee,10.767715,106.694402,accommodation;hotel,4.6,0,0,0,23
195,Khách Sạn Linh Giang 2,10.772939,106.671868,accommodation;hotel,4.6,0,0,0,23
196,Khách Sạn Mai House Saigon,10.781875,106.691547,accommodation;hotel,4.6,0,0,0,23
197,Khách Sạn Ngọc Minh,10.777111,106.705416,accommodation;hotel,4.6,0,0,0,23
198,Khách Sạn Ngọc Vũ,10.80646,106.677556,accommodation;hotel,4.6,0,0,0,23
199,Khách Sạn Ngọc Yên,10.772818,106.670912,accommodation;hotel,4.6,0,0,0,23
200,Khách Sạn OYO 111 Apa Saigon,10.79126,106.690013,accommodation;hotel,4.6,0,0,0,23
201,Khách Sạn Rou,10.765266,106.695326,accommodation;hotel,4.6,0,0,0,23
202,Khách Sạn SGN Parkroyal,10.799532,106.668104,accommodation;hotel,4.6,0,0,0,23
203,Khách Sạn Silverland Jolie,10.777414,106.705819,accommodation;hotel,4.6,0,0,0,23
204,Khách Sạn Silverland Yến,10.774313,106.696189,accommodation;hotel,4.6,0,0,0,23
205,Khách Sạn Sonnet Saigon,10.776698,106.691264,accommodation;hotel,4.6,0,0,0,23
206,Khách Sạn Stuck In Saigon,10.768583,106.687591,accommodation;hotel,4.6,0,0,0,23
207,Khách Sạn Sunland,10.762256,106.696108,accommodation;hotel,4.6,0,0,0,23
208,Khách Sạn Sông Tiền Annex,10.353504,106.367846,accommodation;hotel,4.6,0,0,0,23
209,Khách Sạn The Landmark,10.778109,106.706122,accommodation;hotel,4.6,0,0,0,23
210,Khách Sạn Thiên Hồng Phúc,10.827057,106.717673,accommodation;hotel,4.6,0,0,0,23
211,Khách Sạn Trung Nam,10.748983,106.688473,accommodation;hotel,4.6,0,0,0,23
212,Khách Sạn Đức Minh,10.751878,106.674079,accommodation;hotel,4.6,0,0,0,23
213,Khách sạn Minh Quân,10.352763,106.366997,accommodation;hotel,4.6,0,0,0,23
214,Khách sạn Nikko Saigon,10.764313,106.683006,accommodation;hotel,4.6,0,0,0,23
215,Khách sạn SoLex,10.801075,106.642524,accommodation;hotel,4.6,0,0,0,23
216,Khánh Ngân,10.756116,106.612101,accommodation;hotel,4.6,0,0,0,23
217,Lucky,10.791501,106.689272,accommodation;hotel,4.6,0,0,0,23
218,Mi Linh,10.815215,106.668176,accommodation;hotel,4.6,0,0,0,23
219,Nhà Khách Ms.Hai,10.767393,106.692692,accommodation;hotel,4.6,0,0,0,23
220,Nhà Khách Thanh,10.767335,106.69325,accommodation;hotel,4.6,0,0,0,23
221,Nhà Nghỉ Biển Xanh,10.359385,107.098083,accommodation;hotel,4.6,0,0,0,23
222,Prince Hotel Saigon,10.772937,106.704073,accommodation;hotel,4.6,0,0,0,23
223,S Phuot coffee,10.820904,106.678436,accommodation;hotel,4.6,0,0,0,23
224,Saigon Rooftops Hostel,10.762141,106.692581,accommodation;hotel,4.6,0,0,0,23
225,Signature by M Village,10.780603,106.704316,accommodation;hotel,4.6,0,0,0,23
226,Tháng Mười,10.339329,107.091847,accommodation;hotel,4.6,0,0,0,23
227,Trí Đức,10.3369,107.090696,accommodation;hotel,4.6,0,0,0,23
228,Victory Hotel,10.337782,107.091077,accommodation;hotel,4.6,0,0,0,23
229,Villa Sông Sài Gòn,10.815716,106.733947,accommodation;hotel,4.6,0,0,0,23
230,city backpackers hostel,10.770883,106.693093,accommodation;hotel,4.6,0,0,0,23
231,grand Eastin hotel,10.796117,106.673068,accommodation;hotel,4.6,0,0,0,23
232,springhotel,10.779331,106.702786,accommodation;hotel,4.6,0,0,0,23
233,득 브엉호텔,10.765762,106.69095,accommodation;hotel,4.6,0,0,0,23
234,777,10.351238,106.379072,accommodation;hotel,4.5,0,0,0,23
235,Aristo Hotel,10.780982,106.694752,accommodation;hotel,4.5,0,0,0,23
236,Avatar 2 Hotel,10.737471,106.69063,accommodation;hotel,4.5,0,0,0,23
237,Bay Hotel,10.780801,106.706926,accommodation;hotel,4.5,0,0,0,23
238,Cheerful House,10.770409,106.693845,accommodation;hotel,4.5,0,0,0,23
239,Cubicity ton that tung,10.770416,106.687654,accommodation;hotel,4.5,0,0,0,23
240,Diamond Star Hotel,10.345552,107.077097,accommodation;hotel,4.5,0,0,0,23
241,Giang Hotel,10.768258,106.694114,accommodation;hotel,4.5,0,0,0,23
242,Giang Son Hotel,10.767329,106.691048,accommodation;hotel,4.5,0,0,0,23
243,Gianni,10.336508,107.082985,accommodation;hotel,4.5,0,0,0,23
244,Grand Hotel,10.773628,106.705911,accommodation;hotel,4.5,0,0,0,23
245,Hotel 88,10.775909,106.633398,accommodation;hotel,4.5,0,0,0,23
246,Hotel L'Odeon,10.730865,106.70774,accommodation;hotel,4.5,0,0,0,23
247,Hạnh long 2 HOTEL,10.753074,106.673312,accommodation;hotel,4.5,0,0,0,23
248,Khách sạn Tân Thủ Đô,10.753903,106.658211,accommodation;hotel,4.5,0,0,0,23
249,Khách Sạn A25,10.769062,106.69011,accommodation;hotel,4.5,0,0,0,23
250,Khách Sạn Bạch Mai,10.831505,106.72463,accommodation;hotel,4.5,0,0,0,23
251,Khách Sạn Camila,10.806389,106.66487,accommodation;hotel,4.5,0,0,0,23
252,Khách Sạn Cô Lợi,10.762028,106.692963,accommodation;hotel,4.5,0,0,0,23
253,Khách Sạn DaBlend,10.761227,106.666753,accommodation;hotel,4.5,0,0,0,23
254,Khách Sạn Eden Garden 2,10.768242,106.69454,accommodation;hotel,4.5,0,0,0,23
255,Khách Sạn Grand Silverland,10.773678,106.697009,accommodation;hotel,4.5,0,0,0,23
256,Khách Sạn Hưng Triệu,10.827587,106.718167,accommodation;hotel,4.5,0,0,0,23
257,Khách Sạn Hạnh Phúc,10.767873,106.694807,accommodation;hotel,4.5,0,0,0,23
258,Khách Sạn La Felix,10.767593,106.690703,accommodation;hotel,4.5,0,0,0,23
259,Khách Sạn Little Saigon Boutique,10.774612,106.700266,accommodation;hotel,4.5,0,0,0,23
260,Khách Sạn Minh Tâm,10.802147,106.647141,accommodation;hotel,4.5,0,0,0,23
261,Khách Sạn Mường Thanh Sài Gòn Centre,10.784197,106.700532,accommodation;hotel,4.5,0,0,0,23
262,Khách Sạn Mỹ Kim,10.742865,106.609689,accommodation;hotel,4.5,0,0,0,23
263,Khách Sạn OYO 103,10.806954,106.663509,accommodation;hotel,4.5,0,0,0,23
264,Khách Sạn Phan Anh  Backpackers,10.766508,106.689515,accommodation;hotel,4.5,0,0,0,23
265,Khách Sạn Phong Phú,10.763996,106.661805,accommodation;hotel,4.5,0,0,0,23
266,Khách Sạn Phát,10.764066,106.640957,accommodation;hotel,4.5,0,0,0,23
267,Khách Sạn Roseland Point,10.771829,106.703755,accommodation;hotel,4.5,0,0,0,23
268,Khách Sạn Royal Lotus,10.778925,106.704143,accommodation;hotel,4.5,0,0,0,23
269,Khách Sạn Song Anh,10.773506,106.698346,accommodation;hotel,4.5,0,0,0,23
270,Khách Sạn Thanh Quỳnh,10.798659,106.687968,accommodation;hotel,4.5,0,0,0,23
271,Khách Sạn Uyên Anh,10.812824,106.668375,accommodation;hotel,4.5,0,0,0,23
272,Khách Sạn Vẫn Thỉnh,10.842343,106.658249,accommodation;hotel,4.5,0,0,0,23
273,Khách Sạn Âu Lạc,10.772093,106.703677,accommodation;hotel,4.5,0,0,0,23
274,Khách sạn Equatorial,10.763346,106.679193,accommodation;hotel,4.5,0,0,0,23
275,Khách sạn Minh Châu,10.778492,106.672881,accommodation;hotel,4.5,0,0,0,23
276,Khách sạn Sen Biển,10.34053,107.07391,accommodation;hotel,4.5,0,0,0,23
277,Khách sạn Silverland Sankyo,10.781646,106.705363,accommodation;hotel,4.5,0,0,0,23
278,Khách sạn Thanh Bình,10.5061,107.092322,accommodation;hotel,4.5,0,0,0,23
279,Khách sạn Thắng Lợi,10.338344,107.091059,accommodation;hotel,4.5,0,0,0,23
280,Khách sạn Điện lực,10.330405,107.087223,accommodation;hotel,4.5,0,0,0,23
281,Khách sạn Đồng Khánh,10.753194,106.671763,accommodation;hotel,4.5,0,0,0,23
282,Khách sạn Đồng Nai,10.95805,106.831477,accommodation;hotel,4.5,0,0,0,23
283,Kim Minh Boutique,10.348998,107.075699,accommodation;hotel,4.5,0,0,0,23
284,KunKin Garden Aparthotel,10.790689,106.715654,accommodation;hotel,4.5,0,0,0,23
285,LA LA Land Hostel,10.765525,106.691073,accommodation;hotel,4.5,0,0,0,23
286,Lucy Saigon Hotel,10.767288,106.690553,accommodation;hotel,4.5,0,0,0,23
287,Majestic Hotel,10.772944,106.705961,accommodation;hotel,4.5,0,0,0,23
288,Motel Hải Phong,10.337258,107.089829,accommodation;hotel,4.5,0,0,0,23
289,Mát Xa Phụng Thuỷ,10.824934,106.714446,accommodation;hotel,4.5,0,0,0,23
290,Nhà Khách Kings Valley,10.787649,106.681264,accommodation;hotel,4.5,0,0,0,23
291,Orchids Hotel,10.781183,106.695569,accommodation;hotel,4.5,0,0,0,23
292,Pallet Aparment,10.908005,106.742213,accommodation;hotel,4.5,0,0,0,23
293,Phòng trọ,10.84432,106.761193,accommodation;hotel,4.5,0,0,0,23
294,Prague hôtel,10.768546,106.694199,accommodation;hotel,4.5,0,0,0,23
295,Pullman Hotel,10.348554,107.094564,accommodation;hotel,4.5,0,0,0,23
296,Rovina,10.758609,106.673694,accommodation;hotel,4.5,0,0,0,23
297,Swan Hotel,10.773307,106.756831,accommodation;hotel,4.5,0,0,0,23
298,THANH LONG HOTEL,10.805748,106.665355,accommodation;hotel,4.5,0,0,0,23
299,TTC Tân Bình Hotel,10.800396,106.661618,accommodation;hotel,4.5,0,0,0,23
300,Tam Hostel,10.774196,106.696113,accommodation;hotel,4.5,0,0,0,23
301,Tan Hoang Long Hotel,10.774799,106.704134,accommodation;hotel,4.5,0,0,0,23
302,The Cap,10.350405,107.098323,accommodation;hotel,4.5,0,0,0,23
303,Vungtau Surf Hostel,10.333499,107.086327,accommodation;hotel,4.5,0,0,0,23
304,Xanh,10.354575,107.091094,accommodation;hotel,4.5,0,0,0,23
305,iBis Sai Gon Airport Hotel,10.81317,106.665926,accommodation;hotel,4.5,0,0,0,23
